x1,y1,x2,y2,x3,y3,x4,y4
472.439,385.157,742.416,180.34,486.517,269.461,713.704,174.765
472.676,385.32,739.411,179.432,484.312,267.736,715.664,173.687
472.456,385.854,736.406,178.524,483.225,266.651,717.624,172.61
472.662,386.038,733.401,177.616,481.056,265.029,719.584,171.532
474.304,385.511,730.397,176.708,479.931,264.112,721.543,170.455
474.787,385.643,727.392,175.8,477.816,262.735,723.503,169.377
476.092,385.223,724.387,174.892,476.349,261.668,725.463,168.3
476.722,385.224,721.382,173.984,474.792,260.533,727.423,167.222
477.801,385.036,718.378,173.076,474.182,259.97,729.383,166.145
478.606,384.897,715.373,172.168,473.035,259.504,731.342,165.068
479.319,384.658,712.368,171.26,470.692,258.447,733.302,163.99
479.771,384.794,709.364,170.352,467.427,254.456,735.262,162.913
480.75,384.736,706.359,169.444,465.454,249.843,737.222,161.835
481.05,384.631,703.354,168.536,464.855,247.52,739.182,160.758
481.066,385.087,700.349,167.627,464.937,244.879,741.141,159.68
481.15,385.19,697.345,166.719,465.274,242.551,743.101,158.603
480.492,385.963,694.34,165.811,466.655,240.197,745.061,157.525
478.741,387.43,691.335,164.903,468.318,237.822,747.021,156.448
479.779,387.386,688.331,163.995,470.629,235.323,748.98,155.37
480.777,387.523,685.326,163.087,471.973,233.967,750.94,154.293
482.547,387.489,682.321,162.179,473.516,232.546,752.9,153.215
483.79,387.568,679.316,161.271,475.563,230.789,754.86,152.138
485.259,387.126,676.312,160.363,476.937,229.625,756.82,151.06
486.344,386.622,673.307,159.455,479.297,227.827,758.779,149.983
487.189,386.395,670.302,158.547,482.548,225.023,760.739,148.905
487.513,386.305,667.298,157.639,484.663,223.203,762.699,147.828
488.038,386.309,664.293,156.731,487.161,221.244,764.659,146.75
488.187,386.687,662.332,154.834,489.363,219.495,768.163,145.229
488.658,386.425,661.132,153.403,491.018,218.252,770.724,144.043
488.578,386.711,660.144,152.271,493.294,216.406,773.289,143.005
488.719,386.703,658.486,150.419,494.916,215.037,776.383,141.801
488.615,387.593,657.606,149.209,496.937,213.571,779.5,140.535
488.723,387.785,655.979,147.73,498.755,212.042,782.322,139.452
488.954,387.55,654.457,145.902,501.163,210.213,785.472,138.166
489.03,387.671,652.95,144.183,504.93,207.535,787.648,137.379
488.783,388.54,651.592,142.364,508.18,205.36,790.594,136.261
489.341,387.889,649.664,140.499,510.373,203.921,792.968,135.314
489.549,387.957,647.738,138.821,513.897,201.984,794.782,134.734
489.794,387.279,645.698,137.086,517.053,200.542,797.128,133.891
489.619,388.838,643.65,134.943,522.821,198.422,799.517,133.264
489.821,387.598,642.022,133.064,528.097,196.653,801.606,132.686
489.567,388.252,640.801,131.241,533.256,195.117,803.182,132.393
489.177,388.14,638.689,128.617,538.291,193.731,805.211,131.752
489.029,387.125,637.59,126.895,543.808,192.093,806.958,131.479
489.282,386.278,636.006,125.04,548.711,190.776,807.826,131.389
489.197,385.414,633.847,122.857,553.663,189.561,807.97,132.009
489.834,386.015,632.913,121.722,558.066,188.506,810.62,132.471
489.764,386.93,631.346,120.559,562.565,187.419,815.57,131.648
488.752,387.412,628.629,120.221,567.383,186.381,819.133,128.628
487.981,387.187,624.495,116.866,571.494,185.379,820.304,126.954
485.863,385.907,624.115,114.857,576.035,184.365,819.728,125.573
485.331,386.08,625.444,114.744,580.647,183.25,818.695,125.603
484.649,385.722,625.999,115.845,585.048,182.293,817.704,125.516
484.3,385.328,628.048,117.157,588.853,181.451,815.49,125.33
484.623,386.189,632.524,119.317,593.278,180.411,813.186,125.51
484.454,386.301,638.209,121.576,597.177,179.5,810.371,125.492
484.303,386.706,644.27,123.709,600.856,178.68,807.657,125.301
483.831,386.843,650.342,126.013,604.778,177.953,804.322,125.237
483.716,386.997,655.518,127.613,607.983,177.403,801.722,125.127
483.443,387.061,660.619,129.283,611.363,176.688,798.832,125.186
483.041,387.145,665.494,130.813,612.786,176.871,796.224,125.188
481.895,387.022,670.739,132.341,615.156,176.912,794.043,125.361
481.449,387.235,675.689,133.581,617.895,176.497,791.203,125.276
480.633,387.247,680.914,134.929,620.263,176.255,788.822,125.37
480.762,387.581,684.96,135.966,621.455,176.148,786.117,125.358
480.08,387.693,688.737,137.009,623.445,175.687,780.723,125.251
479.882,387.683,693.29,138.189,624.75,175.423,776.21,125.241
478.715,387.652,697.485,139.344,625.796,175.026,773.964,125.899
478.47,387.778,701.382,140.586,627.489,174.407,772.351,126.591
478.269,388.113,706.099,141.881,631.103,172.915,768.613,127.358
477.94,388.22,709.985,142.785,633.973,171.597,765.09,128.988
477.998,388.929,713.871,143.689,636.987,170.127,761.568,130.619
477.4,388.803,717.757,144.593,639.873,168.715,758.046,132.249
476.548,388.63,721.643,145.497,642.215,167.329,754.523,133.879
476.582,389.048,725.529,146.401,644.558,165.944,751.001,135.51
475.949,388.984,729.414,147.305,646.901,164.558,747.478,137.14
475.83,389.379,733.3,148.209,649.244,163.172,743.956,138.771
475.109,389.373,737.186,149.113,651.587,161.787,740.434,140.401
472.399,388.516,741.072,150.017,653.929,160.401,736.911,142.032
470.479,388.069,744.958,150.921,656.272,159.016,733.389,143.662
469.568,387.879,748.844,151.825,658.615,157.63,729.866,145.292
469.697,388.614,752.73,152.729,660.958,156.245,726.344,146.923
469.895,388.488,756.616,153.632,663.301,154.859,722.822,148.553
470.605,389.163,760.501,154.536,665.643,153.474,719.299,150.184
469.708,389.237,764.387,155.44,667.986,152.088,715.777,151.814
469.76,390.144,768.273,156.344,670.329,150.703,712.254,153.445
467.678,390.321,772.159,157.248,672.672,149.317,708.732,155.075
465.175,390.424,776.045,158.152,675.015,147.932,705.21,156.705
462.581,390.541,779.931,159.056,677.357,146.546,701.687,158.336
461.169,391.167,780.423,159.514,679.7,145.161,698.165,159.966
459.793,391.117,783.829,159.974,682.043,143.775,694.642,161.597
459.431,391.236,786.382,160.439,684.386,142.39,691.12,163.227
459.416,391.805,789.51,160.962,686.729,141.004,687.598,164.858
459.138,392.309,792.38,161.22,689.071,139.618,684.075,166.488
457.217,392.654,794.411,161.539,691.414,138.233,680.553,168.118
454.255,393.215,796.922,161.759,693.924,136.847,682.075,168.278
450.735,393.498,799.4,162.167,696.433,135.46,683.597,168.437
448.985,393.468,801.228,162.504,698.942,134.074,685.119,168.596
448.456,393.933,803.277,162.775,701.452,132.687,686.64,168.755
447.996,394.434,805.108,163.23,703.961,131.301,688.162,168.914
446.75,395.036,806.982,163.529,706.47,129.915,689.684,169.074
445.392,395.385,808.582,163.747,709.473,129.025,694.826,169.873
443.09,395.539,810.18,164.158,711.957,128.566,699.591,170.662
439.685,396.37,812.516,164.288,714.495,128.052,701.43,171.15
437.555,396.515,813.314,164.65,718.24,127.343,705.137,171.825
436.32,396.656,814.867,164.948,723.614,126.377,707.012,172.506
434.738,397.084,816.115,165.286,727.551,126.366,710.22,172.906
434.533,397.627,817.417,165.482,730.555,126.922,713.048,173.864
433.4,397.82,818.495,165.696,734.098,128.214,717.265,174.67
431.184,398.075,819.787,165.746,737.927,129.483,721.197,175.131
429.566,398.394,821.081,165.854,742.272,130.888,725.85,176.062
428.739,398.649,822.253,165.904,747.099,132.485,730.893,176.951
427.111,399.207,823.094,166.272,751.322,134.069,734.982,177.978
425.87,399.362,824.151,166.292,754.822,135.447,738.796,179.22
423.735,399.606,825.24,166.382,759.271,137.015,742.73,180.816
422.684,400.266,826.638,166.684,762.664,138.325,746.163,182.015
421.103,400.228,827.628,166.732,765.588,139.615,749.532,183.096
419.798,400.652,828.648,166.976,769.286,140.864,753.314,184.498
418.257,401.137,829.901,167.088,772.929,141.8,757.263,185.709
417.249,401.377,830.249,167.212,775.166,142.604,759.71,186.816
416.472,401.436,829.031,168.05,779.02,143.681,762.894,187.928
415.766,401.627,828.744,168.377,782.236,144.681,765.607,188.94
414.329,402.083,830.832,168.861,785.375,146.101,767.679,189.937
412.938,402.168,834.818,168.523,788.892,147.376,769.17,191.177
412.636,402.542,835.603,171.065,793.149,148.972,771.089,192.114
411.881,402.65,nan,nan,797.406,150.568,774.028,192.965
410.067,402.95,nan,nan,801.663,152.164,776.81,193.925
408.711,403.3,nan,nan,805.92,153.76,779.89,194.419
408.219,403.597,nan,nan,810.177,155.356,782.652,195.324
407.093,403.62,nan,nan,814.434,156.952,784.528,196.205
405.061,403.968,nan,nan,818.69,158.548,785.126,197.037
402.339,404.118,nan,nan,822.947,160.144,785.447,197.834
400.751,404.359,nan,nan,827.204,161.74,785.946,198.245
399.809,404.595,nan,nan,831.461,163.336,787.179,198.559
398.1,405.236,nan,nan,835.718,164.932,789.17,198.501
397.055,405.71,nan,nan,839.975,166.528,791.71,198.883
396.63,406.122,nan,nan,844.232,168.124,794.714,199.71
395.141,406.709,nan,nan,848.489,169.72,797.187,200.843
393.291,407.017,nan,nan,852.745,171.316,799.236,201.677
391.439,407.465,nan,nan,857.002,172.912,805.568,201.774
390.049,408.107,nan,nan,861.259,174.508,806.258,202.365
386.932,408.485,nan,nan,865.516,176.104,807.372,202.933
385.019,409.133,nan,nan,869.773,177.7,808.025,203.647
383.284,409.68,nan,nan,874.03,179.296,809.02,203.938
381.08,410.16,nan,nan,878.287,180.892,809.266,204.686
380.152,410.528,nan,nan,882.543,182.488,810.427,205.325
378.007,411.056,nan,nan,886.8,184.084,811.248,206.148
376.277,411.524,nan,nan,890.87,184.987,812.074,206.755
375.054,411.804,nan,nan,894.644,186.271,811.947,207.671
372.623,412.267,nan,nan,898.677,188.451,811.337,208.906
372.297,412.508,nan,nan,902.93,192.075,811.354,210.123
369.639,412.901,nan,nan,905.982,194.95,812.514,211.103
368.422,413.355,nan,nan,908.21,198.777,814.115,211.975
367.217,413.599,nan,nan,910.105,202.773,816.247,212.837
365.773,413.859,nan,nan,911.372,205.426,818.507,213.167
364.076,414.421,nan,nan,912.204,209.039,820.693,213.75
362.875,414.605,nan,nan,913.194,212.718,822.876,214.468
361.712,414.827,nan,nan,913.708,216.276,824.563,215.073
360.643,415.325,nan,nan,914.168,218.904,826.832,215.417
359.541,415.579,nan,nan,914.423,222.052,828.885,215.91
358.11,415.787,nan,nan,914.366,224.437,830.239,216.307
356.575,416.021,nan,nan,914.533,227.414,832.166,216.51
355.258,416.363,nan,nan,915.175,228.735,834.326,216.996
353.614,416.551,nan,nan,915.693,232.07,836.268,217.288
351.727,417.107,nan,nan,915.607,234.088,837.841,217.654
349.261,417.675,nan,nan,915.803,235.704,839.82,217.665
347.881,418.028,nan,nan,915.979,237.392,841.482,217.817
344.802,418.541,nan,nan,916.545,239.304,843.179,217.816
342.316,419.084,nan,nan,916.541,241.099,844.996,217.861
340.204,419.493,nan,nan,916.95,241.839,847.786,217.654
337.59,419.806,nan,nan,916.465,242.471,852.308,216.818
335.33,420.084,nan,nan,912.718,246.563,854.351,216.301
332.584,420.526,nan,nan,911.207,248.873,856.026,216.483
330.24,420.803,nan,nan,909.694,250.572,858.164,217.014
327.969,421.1,nan,nan,908.981,251.13,861.811,217.732
325.22,421.384,nan,nan,907.264,252.077,866.434,218.594
323.2,421.623,nan,nan,904.711,252.865,871.194,219.732
321.588,421.938,nan,nan,903.384,253.517,876.107,220.944
319.65,422.033,nan,nan,902.256,254.082,879.354,221.974
317.483,422.464,nan,nan,900.118,254.873,882.897,223.141
314.949,422.771,nan,nan,897.942,255.522,885.868,224.248
313.681,422.853,nan,nan,896.285,256.049,889.114,225.17
311.973,423.259,nan,nan,893.847,256.842,891.468,225.808
310.135,423.527,nan,nan,890.663,257.518,894.053,226.521
308.677,423.676,nan,nan,888.757,258.073,896.696,227.203
306.476,423.904,nan,nan,886.418,258.702,899.062,227.765
305.256,424.091,nan,nan,883.992,259.386,901.575,228.394
303.567,424.202,nan,nan,881.92,260.054,904.528,228.856
301.48,424.403,nan,nan,879.195,260.815,906.447,229.236
299.718,424.691,nan,nan,876.334,261.534,908.907,229.813
298.341,424.919,nan,nan,873.122,262.332,910.007,230.199
297.523,424.939,nan,nan,869.844,263.341,910.218,230.401
295.44,425.201,nan,nan,866.935,264.111,913.091,230.851
294.584,425.369,nan,nan,864.27,264.466,916.454,231.145
292.307,425.724,nan,nan,861.214,264.945,920.823,231.066
290.843,425.813,nan,nan,857.995,265.242,924.789,230.902
289.15,425.983,nan,nan,854.977,265.339,927.851,230.318
286.54,426.462,nan,nan,850.894,265.444,930.454,229.122
284.146,426.833,nan,nan,847.447,265.355,nan,nan
281.41,427.169,nan,nan,844.513,265.346,nan,nan
278.057,427.591,nan,nan,841.59,265.285,nan,nan
275.385,428.011,nan,nan,838.482,265.093,nan,nan
272.961,428.4,nan,nan,835.635,264.929,nan,nan
269.969,428.904,nan,nan,832.615,264.778,nan,nan
267.236,429.271,nan,nan,829.855,264.706,nan,nan
264.914,429.542,nan,nan,827.341,264.603,nan,nan
262.024,429.874,nan,nan,824.764,264.318,nan,nan
259.018,430.254,nan,nan,822.433,263.635,nan,nan
256.679,430.624,nan,nan,820.725,262.187,nan,nan
253.376,430.881,nan,nan,818.114,259.85,nan,nan
251.002,431.053,nan,nan,816.985,257.762,nan,nan
247.96,431.339,nan,nan,814.124,255.118,nan,nan
245.876,431.577,nan,nan,812.955,253.034,nan,nan
243.59,431.875,nan,nan,811.556,251.029,nan,nan
241.286,432.262,nan,nan,809.746,249.21,nan,nan
239.546,432.499,nan,nan,807.177,246.859,nan,nan
237.616,432.678,nan,nan,803.289,243.696,nan,nan
235.504,432.832,nan,nan,800.276,241.022,nan,nan
233.552,432.893,nan,nan,797.079,237.951,nan,nan
231.897,432.92,nan,nan,794.071,235.095,910.048,238.021
229.662,433.235,nan,nan,791.048,232.246,906.568,238.469
227.798,433.37,nan,nan,787.829,229.251,914.795,237.536
225.917,433.596,nan,nan,785.667,226.995,913.571,238.107
224.332,433.632,nan,nan,783.538,224.738,911.226,237.985
222.379,433.716,nan,nan,780.614,222.249,907.874,237.813
220.771,433.788,nan,nan,778.533,220.142,902.744,237.33
218.34,433.941,nan,nan,775.653,217.924,897.961,237.026
216.05,434.013,nan,nan,773.827,216.148,892.73,236.848
214.649,434.174,nan,nan,771.126,214.167,887.84,236.719
213.549,434.194,nan,nan,769.101,212.409,883.97,236.776
211.591,434.612,nan,nan,765.845,210.196,879.012,236.757
210.162,434.843,nan,nan,763.585,208.555,875.143,236.781
208.527,434.992,nan,nan,761.346,207.161,871.42,236.898
206.976,435.251,nan,nan,759.072,205.528,867.556,237.064
204.753,435.536,nan,nan,756.398,203.904,863.051,237.395
203.201,435.775,922.708,453.215,754.991,202.805,860.003,237.603
201.415,435.938,922.824,453.083,752.197,201.252,856.374,237.763
199.746,436.142,922.727,453.294,749.858,199.701,853.115,237.951
198.21,436.042,922.727,453.294,748.058,198.719,849.626,238.253
197.209,436.265,922.855,452.989,746.332,197.472,846.027,238.601
195.272,436.836,922.855,452.989,743.787,195.451,841.922,238.896
193.784,436.844,922.855,452.989,742.309,193.532,839.331,239.306
191.464,437.254,922.667,453.235,740.682,191.786,835.533,239.613
190.53,437.461,922.718,453.087,739.233,190.04,832.297,239.981
189.395,437.756,922.58,453.398,737.049,188.042,829.739,240.311
188.286,437.869,922.87,452.979,734.994,186.678,826.241,240.679
186.695,438.141,922.782,453.118,731.002,184.782,821.807,241.472
185.632,438.41,922.735,453.09,726.481,182.809,818.331,242.046
184.919,438.429,923.717,453.074,721.713,181.032,814.178,242.873
183.964,438.692,923.69,453.167,716.805,178.814,809.738,243.621
184.217,438.25,nan,nan,712.341,176.784,804.769,244.244
189.93,437.436,nan,nan,707.619,174.892,799.147,244.731
189.582,437.283,nan,nan,703.771,173.367,794.178,245.128
nan,nan,nan,nan,700.592,172.267,790.216,245.644
nan,nan,nan,nan,696.954,170.902,785.722,246.133
nan,nan,nan,nan,693.253,169.589,781.458,246.582
nan,nan,nan,nan,690.331,168.818,778.027,247.048
nan,nan,nan,nan,687.027,168.19,774.243,247.475
nan,nan,nan,nan,683.691,167.515,771.236,248.09
nan,nan,nan,nan,681.129,167.003,768.169,248.449
nan,nan,nan,nan,678.232,166.525,765.278,248.889
nan,nan,nan,nan,675.26,166.049,762.598,249.091
nan,nan,nan,nan,672.565,165.81,760.115,249.481
nan,nan,nan,nan,670.825,165.615,757.447,249.962
nan,nan,nan,nan,671.307,165.342,754.537,250.248
nan,nan,nan,nan,668.684,165.314,752.583,250.54
nan,nan,nan,nan,664.415,166.288,749.658,250.597
nan,nan,962.534,274.493,660.052,168.798,747.473,250.796
nan,nan,961.216,275.056,658.889,170.521,746.145,250.633
nan,nan,960.082,275.414,658.926,171.945,744.547,250.427
nan,nan,959.072,275.975,658.896,173.109,742.121,250.054
nan,nan,957.931,276.16,658.973,174.43,738.664,249.118
nan,nan,957.222,276.585,659.555,175.799,735.41,248.073
nan,nan,956.151,277.208,660.173,177.239,732.173,246.527
nan,nan,955.104,277.45,660.855,178.225,729.525,245.109
nan,nan,953.686,277.704,661.914,179.49,727.069,243.686
nan,nan,952.756,278.318,662.808,180.758,724.752,242.509
nan,nan,951.671,278.674,663.731,181.633,722.766,241.242
nan,nan,950.694,279.022,666.802,183.377,721.041,240.159
nan,nan,949.596,279.137,669.465,184.634,719.051,238.894
nan,nan,948.164,279.663,670.339,185.686,717.538,238.236
nan,nan,946.549,280.279,670.72,186.518,715.929,237.362
nan,nan,945.538,280.681,672.324,187.605,714.498,236.519
177.672,445.091,943.943,281.188,674.272,188.813,712.479,235.499
178.62,445.075,943.279,281.119,675.992,190.123,710.944,234.623
177.603,445.034,941.751,281.631,678.132,191.417,709.633,234.117
177.736,444.975,940.381,282.056,681.054,192.876,708.061,233.385
177.297,444.898,936.701,283.811,684.622,194.207,707.123,233.015
178.415,445.023,932.615,285.718,687.461,195.603,705.643,232.175
178.517,445.257,928.571,287.458,690.634,196.836,704.445,231.858
180.983,445.464,924.945,289.092,693.807,198.068,703.247,231.541
182.657,445.673,922.052,290.251,696.98,199.3,702.05,231.224
185.215,445.439,919.389,291.456,700.153,200.533,700.852,230.907
185.667,445.569,915.843,292.882,703.326,201.765,699.654,230.59
186.411,445.607,911.867,294.753,706.499,202.998,698.456,230.272
186.619,445.576,908.962,296.118,709.672,204.23,697.258,229.955
186.676,445.802,904.733,297.822,712.845,205.462,696.06,229.638
188.064,445.854,900.863,299.668,716.018,206.695,694.862,229.321
189.485,445.953,897.133,301.505,719.491,207.635,693.99,228.93
190.597,445.865,893.261,303.232,723.044,209.03,693.111,228.813
191.536,445.957,889.214,305.072,726.319,210.419,693.596,229.92
192.597,445.692,885.068,306.882,731.42,212.65,692.972,230.294
193.017,445.915,880.505,308.888,736.847,214.889,690.679,229.122
193.869,445.782,876.665,310.584,742.114,217.419,688.67,227.666
194.755,445.853,872.503,312.266,746.466,219.577,687.484,226.504
195.649,445.8,868.567,313.946,750.984,221.731,686.68,225.928
196.573,445.61,864.954,315.352,755.453,223.807,686.576,224.822
197.545,445.607,861.501,316.873,759.923,225.883,686.472,223.716
198.163,445.643,857.314,318.783,764.195,227.833,686.41,222.789
199.111,445.481,854.228,320.004,768.821,229.828,686.652,222.15
199.23,445.737,850.974,321.473,772.369,231.381,686.566,221.884
200.535,445.609,847.291,323.117,776.601,233.191,686.65,221.44
201.553,445.566,844.069,324.535,780.706,234.928,686.66,221.372
202.134,445.593,841.502,325.622,783.879,236.292,686.753,220.989
203.078,445.63,837.94,327.111,787.722,238.044,686.681,221.025
204.139,445.46,834.646,328.269,791.157,239.465,686.977,220.536
204.756,445.378,831.733,329.519,794.446,240.826,688.033,219.557
205.622,445.311,827.73,330.84,797.899,242.157,690.421,218.134
206.367,445.203,823.845,331.831,801.132,243.431,691.267,217.685
207.245,445.345,821.379,332.683,803.818,244.451,691.355,217.588
207.832,445.206,817.052,333.836,807.662,245.995,691.811,217.441
208.458,445.456,813.562,334.85,809.969,247.063,692.837,217.601
209.006,445.356,808.068,336.299,813.153,248.387,694.628,217.531
209.991,445.418,802.934,337.532,816.192,249.557,696.982,217.244
210.24,445.431,797.425,338.926,819.324,250.79,699.188,217.284
211.019,445.436,792.956,340.016,822.641,252.033,701.105,217.305
211.673,445.416,787.584,341.289,824.503,252.827,705.399,217.182
212.21,445.548,783.361,342.234,828.035,254.099,708.998,217.305
212.877,445.537,778.989,343.202,830.176,255.123,712.097,217.55
213.264,445.576,774.188,344.234,833.242,256.324,715.274,217.817
214.001,445.693,770.092,345.225,835.452,257.204,718.583,218.042
215.201,445.582,765.96,346.141,837.795,258.153,721.609,218.202
215.627,445.715,761.472,347.168,840.47,259.113,724.656,218.492
216.226,445.716,757.528,348.125,842.694,260.081,727.912,218.939
217.187,445.67,753.569,349.094,845.027,260.947,730.739,219.139
217.823,445.635,749.809,349.699,847.365,261.919,733.564,219.406
218.122,445.678,746.294,350.61,849.093,262.801,735.47,219.91
218.819,445.785,742.714,351.475,851.531,263.715,738.63,220.251
219.65,445.659,738.828,352.237,853.988,264.656,741.15,220.512
219.892,445.757,735.258,352.984,855.91,265.721,743.407,220.993
220.657,445.74,731.708,353.76,857.986,266.435,745.774,221.298
220.763,445.772,728.608,354.452,860.249,267.427,747.783,221.767
221.729,445.709,725.282,355.068,863.242,268.5,750.16,222.087
222.485,445.722,722.545,355.688,866.311,269.614,752.299,222.447
222.624,445.938,719.175,356.425,869.871,271.099,754.588,222.888
223.134,445.94,715.804,357.14,872.119,272.179,756.731,223.35
223.767,446.059,713.433,357.62,874.005,273.414,758.754,223.793
