x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12
1006.626,1942.816,1587.545,1725.67,175.543,2008.555,1610.777,1541.839,929.113,1294.461,447.939,1361.302,1661.22,907.799,552.515,756.474,731.691,806.22,1143.814,251.982,420.268,220.014,1774.9,274.042
1006.803,1942.877,1592.039,1726.233,183.131,2017.069,1611.783,1541.829,929.329,1294.456,447.661,1357.112,1659.931,905.352,551.922,756.573,731.953,804.97,1143.497,252.366,419.634,216.938,1776.779,267.107
1014.832,1930.98,1594.619,1726.386,177.093,2009.933,1609.954,1541.524,929.53,1294.008,443.34,1346.055,1661.697,909.13,548.045,767.229,732.024,804.241,1142.499,252.255,424.11,214.389,1777.249,262.134
998.397,1938.286,1597.764,1726.921,177.952,2010.49,1611.089,1541.365,930.38,1294.274,440.324,1339.61,1661.737,909.443,554.889,776.032,732.212,802.984,1142.494,252.488,426.447,214.179,1776.88,260.549
987.141,1943.839,1600.506,1727.032,178.558,2010.693,1611.624,1541.318,930.684,1293.375,437.167,1333.655,1661.782,909.74,558.092,780.573,732.39,802.534,1141.954,252.883,427.644,214.051,1776.486,258.196
981.428,1945.463,1602.553,1727.267,179.52,2011.361,1611.915,1541.335,nan,nan,436.324,1331.826,1662.039,910.307,558.456,782.442,732.5,801.363,1141.589,253.229,428.926,214.339,1776.95,255.151
975.65,1947.11,1604.381,1727.241,179.951,2011.114,1614.419,1540.728,931.093,1292.862,435.291,1330.242,1661.342,911.04,559.334,784.113,732.766,801.353,1139.472,254.026,430.187,214.964,1775.33,256.444
975.614,1947.225,1604.168,1726.884,180.998,2011.897,1613.559,1540.653,930.967,1292.443,434.644,1328.494,1659.488,910.589,558.996,785.051,732.965,800.522,1139.377,254.008,429.836,215.525,1775.045,255.164
972.617,1947.664,1604.484,1726.801,181.316,2012.053,1614.08,1540.633,931.781,1291.253,433.804,1326.986,1659.312,910.315,558.12,785.723,733.127,800.168,1141.19,253.124,434.65,211.378,1774.153,254.962
970.808,1948.563,1604.698,1726.933,184.348,2011.216,1614.901,1540.76,931.731,1293.654,433.64,1326.303,1659.423,910.536,557.971,786.063,733.192,799.902,1142.192,253.493,441.034,207.53,1773.14,255.317
971.042,1948.415,1605.177,1727.177,182.338,2013.771,1615.607,1540.851,934.391,1298.822,433.705,1326.861,1659.334,910.692,558.34,787.18,733.323,799.832,1142.118,253.415,444.233,206.943,1772.446,255.641
969.509,1948.809,1605.183,1727.615,184.314,2019.428,1613.711,1541.221,936.025,1300.73,433.129,1325.796,1659.594,911.442,558.271,787.819,733.323,799.728,1142.188,253.371,446.963,207.283,1771.834,254.683
968.628,1948.866,1605.774,1727.924,187.32,2021.072,1615.881,1540.675,937.648,1302.353,432.205,1323.564,1660.008,912.183,558.528,788.283,733.128,799.674,1141.894,253.551,449.151,207.622,1770.92,254.863
967.713,1948.926,1607.293,1727.854,188.299,2020.863,1614.436,1540.599,938.994,1303.161,430.782,1320.304,1660.155,912.305,558.543,788.362,733.355,799.006,1141.505,253.566,450.742,207.311,1770.354,254.468
966.886,1949.358,1608.195,1728.497,189.563,2021.256,1615.749,1540.694,939.716,1304.195,430.743,1319.878,1660.309,912.803,558.201,788.709,733.647,799.119,1140.642,253.977,453.296,208.522,1769.688,254.036
965.498,1950.014,1608.334,1728.938,190.782,2021.286,1613.914,1541.087,940.441,1304.903,430.739,1319.543,1660.533,913.393,558.415,789.029,733.775,799.249,1141.295,254.1,456.697,209.825,1768.75,257.281
965.324,1949.68,1610.624,1729.18,194.021,2025.724,1614.879,1540.706,941.483,1306.121,425.638,1322.436,1662.202,913.934,558.208,789.121,733.824,798.584,1140.82,253.939,458.442,211.725,1774.492,258.375
964.513,1949.899,1610.096,1729.284,194.559,2025.232,1615.013,1540.671,939.394,1307.243,413.855,1309.747,1659.68,911.998,558.016,789.899,733.731,799.015,1140.251,254.167,459.21,212.562,1777.104,258.567
964.995,1950.033,1611.005,1729.662,195.312,2025.92,1615.312,1540.85,940.864,1310.266,401.93,1299.858,1659.773,911.679,557.986,789.859,733.802,799.048,1140.224,254.152,460.887,213.924,1778.656,258.269
963.367,1951.298,1609.834,1731.48,195.739,2026.235,1613.766,1540.9,941.331,1310.997,395.77,1293.616,1659.931,911.584,557.524,789.215,733.964,797.489,1138.557,254.545,464.542,215.258,1778.437,258.209
955.901,1953.358,1616.563,1731.863,195.571,2025.331,1614.568,1540.738,942.376,1312.048,392.758,1291.458,1660.331,911.742,nan,nan,733.653,797.574,1140.035,254.669,466.783,216.773,1778.249,258.172
953.158,1953.915,1618.747,1733.188,204.444,2029.919,1614.207,1541.057,943.164,1312.9,390.32,1288.778,1660.055,912.289,nan,nan,733.871,797.047,1140.756,254.485,467.854,217.282,1777.675,258.484
951.672,1954.967,1621.376,1734.324,212.877,2027.123,1614.553,1541.142,943.283,1313.289,387.034,1286.1,1660.595,912.709,557.453,791.206,741.118,780.228,1141.728,254.965,468.524,216.24,1775.989,260.286
950.047,1955.318,1620.857,1734.528,222.193,2030.161,1612.946,1541.046,942.999,1313.014,385.594,1285.485,1660.621,912.838,557.186,791.009,754.546,740.438,1140.856,254.714,nan,nan,1775.217,260.346
948.455,1955.926,1622.261,1735.361,230.025,2031.752,1611.842,1541.593,942.906,1314.992,384.095,1283.656,1660.704,913.557,557.756,792.099,779.908,706.94,1140.676,254.9,477.027,212.724,1773.083,262.385
947.729,1956.342,1622.199,1735.559,234.35,2033.671,1612.867,1541.712,942.944,1320.185,381.762,1282.53,1661.051,914.206,557.593,792.767,793.536,695.468,1140.529,254.968,480.539,214.044,1767.547,267.836
946.418,1956.764,1622.897,1735.697,237.943,2035.016,1611.715,1541.614,944.246,1321.441,380.144,1281.017,1657.478,913.538,557.55,793.015,805.592,684.794,1140.411,254.882,483.207,214.639,1744.765,284.515
945.984,1957.063,1623.232,1735.84,240.032,2034.875,1611.857,1541.691,944.801,1323.756,379.812,1280.685,1657.243,912.795,557.531,793.301,810.378,681.427,1140.642,254.962,485.972,216.096,1742.699,289.732
945.159,1957.802,nan,nan,241.005,2034.955,1612.057,1541.757,nan,nan,379.804,1280.795,1656.589,912.655,557.365,793.715,811.248,680.672,1140.002,255.234,486.882,217.939,1742.378,290.044
945.142,1957.848,nan,nan,241.495,2034.815,1612.164,1541.824,nan,nan,378.563,1279.797,1657.12,913.155,557.33,793.983,813.17,680.067,1139.969,255.359,489.271,218.375,1744.548,290.14
944.361,1958.217,nan,nan,244.487,2035.098,1612.566,1541.742,946.19,1326.868,378.463,1279.086,1656.919,913.164,557.193,794.083,812.954,680.725,1138.976,255.215,490.387,219.877,1744.57,289.594
943.77,1958.85,1624.211,1735.701,245.691,2035.196,1613.182,1542.086,944.489,1329.143,377.619,1278.107,1656.768,913.736,557.606,794.571,814.431,679.994,1138.913,255.916,493.059,221.094,1745.965,290
944.149,1958.476,1632.548,1737.224,247.133,2034.877,1613.034,1541.807,944.461,1332.889,376.16,1276.569,1657.281,914.197,557.155,794.336,815.653,678.836,1138.454,255.845,494.937,221.963,1746.195,289.758
942.874,1956.731,1640.044,1738.077,247.264,2034.705,1613.532,1541.752,944.264,1337.837,375.838,1276.694,1657.155,913.843,555.737,787.188,815.589,678.935,1137.548,256.298,496.199,224.656,1745.719,289.647
944.707,1942.985,1648.574,1740.168,248.441,2034.144,1613.272,1541.759,945.16,1339.024,375.698,1276.076,1656.484,912.88,555.878,775.139,815.667,678.876,1137.823,255.927,497.514,225.254,1744.789,289.348
940.515,1934.673,1651.482,1740.544,256.971,2034.272,1614.215,1541.732,945.365,1342.084,375.372,1275.941,1655.639,912.311,555.024,774.187,817.074,677.983,1137.599,256.713,498.465,226.788,1744.433,290.264
938.753,1930.247,1653.293,1741.321,263.475,2036.432,1615.161,1541.581,945.686,1343.271,375.104,1275.673,1656.215,912.878,552.592,773.108,818.232,677.395,1137.282,256.978,499.717,228.998,1745.714,300.487
938.325,1927.849,1655.035,1742.003,266.909,2037.294,1613.543,1541.839,946.506,1347.366,374.973,1275.393,1656.015,912.825,552.532,773.052,819.021,676.843,1137.263,257.092,500.785,231.435,1754.387,308.964
938.809,1926.204,1657.024,1742.684,270.341,2037.652,1614.184,1541.983,947.302,1348.353,373.751,1274.443,1656.376,913.816,551.279,772.736,819.694,676.328,1137.222,257.217,504.227,229.9,1758.339,313.105
939.005,1923.908,1658.629,1743.281,272.135,2037.701,1613.678,1542.029,948.513,1349.828,373.871,1274.399,1653.411,912.604,550.623,772.637,820.349,675.714,1137.216,257.34,508.814,227.936,1759.667,314.847
939.621,1923.618,1659.019,1743.736,274.117,2038.23,1613.692,1542.021,947.071,1351.495,373.817,1274.388,1650.332,910.457,549.949,773.24,820.335,675.705,1136.894,257.462,510.477,228.73,1760.746,316.924
940.284,1923.053,1660.509,1744.299,275.307,2038.384,1613.67,1542.102,945.303,1363.322,373.522,1274.377,1648.448,909.082,548.786,773.708,820.631,676.148,1136.213,257.972,511.262,230.798,1761.236,317.713
940.78,1922.335,1660.746,1746.25,276.41,2038.227,1614.294,1542.06,945.845,1365.859,374.196,1274.567,1649.273,909.458,547.062,773.887,820.548,676.253,1136.655,258.09,nan,nan,1761.327,318.167
941.96,1922.58,1661.006,1746.597,278.257,2038.275,1614.867,1542.027,945.729,1369.392,372.59,1272.893,1649.432,909.565,546.375,774.238,821.176,675.728,1136.067,258.128,513.105,233.724,1761.47,318.952
942.933,1922.964,1663.151,1747.423,278.665,2037.978,1617.13,1541.731,nan,nan,369.692,1274.093,1649.928,909.727,544.987,774.732,821.132,675.808,1135.79,258.263,513.749,234.924,1761.586,319.754
942.267,1921.296,1662.116,1747.376,280.325,2037.754,1617.06,1541.728,944.286,1373.677,361.553,1288.418,1650.063,909.917,544.033,775.063,831.06,670.715,1135.109,258.348,514.779,236.264,1761.434,320.746
942.992,1921.313,1663.37,1747.846,280.265,2037.607,1617.245,1541.697,943.699,1374.818,341.119,1287.313,1650.466,910.003,546.315,774.95,845.084,664.204,1135.087,258.337,515.305,238.11,1761.551,321.088
943.474,1921.223,1662.736,1747.697,284.382,2034.505,1617.739,1541.57,942.991,1375.937,329.148,1288.025,1650.732,910.263,553.944,767.529,864.712,654.851,1134.387,258.313,516.812,239.735,1763.542,317.112
946.884,1921.902,1663.775,1748.43,296.428,2025.459,1618.319,1541.674,942.856,1375.692,323.514,1288.82,1651.27,910.698,552.389,764.669,881.805,650.32,1131.945,256.515,518.562,240.57,1761.724,303.343
946.876,1916.254,1663.618,1748.525,309.986,2022.094,1618.654,1541.647,942.006,1376.241,318.737,1289.21,1644.315,907.352,551.255,763.824,899.003,646.42,1134.772,255.021,521.226,237.402,1764.572,294.816
944.752,1909.126,1662.734,1748.584,319.817,2018.613,1618.609,1541.621,941.684,1376.928,327.984,1289.716,1642.001,904.83,550.622,763.585,914.19,642.73,1135.285,253.939,524.211,236.115,1770.809,286.954
944.921,1908.866,1666.193,1748.624,322.79,2016.825,1619.665,1541.386,941.258,1377.758,313.267,1289.391,1638.999,902.489,549.398,763.177,928.661,639.704,1136.49,252.951,527.123,237.185,1773.452,282.309
944.356,1906.296,1670.392,1750.829,328.076,2015.36,1618.892,1541.48,940.858,1377.767,310.214,1289.735,1636.524,901.164,548.784,763.405,935.66,639.038,1135.68,252.661,529.02,238.177,1773.663,279.888
944.473,1905.716,1672.033,1751.499,333.601,2013.721,1618.068,1541.737,nan,nan,308.97,1290.175,1635.783,900.554,547.913,763.848,938.298,639.197,1135.844,252.583,530.869,239.551,1773.536,278.846
944.209,1904.114,1672.867,1751.703,334.186,2013.045,1617.061,1541.662,nan,nan,305.409,1290.261,1635.17,900.062,547.336,763.793,941.457,638.944,1135.695,252.525,530.99,242.044,1773.44,277.061
944.659,1904.124,1673.341,1752.065,336.985,2011.826,1615.638,1542.046,nan,nan,304.657,1290.988,1635.115,899.872,547.119,763.832,944.652,638.785,1136.037,252.179,533.656,241.417,1773.456,276.253
944.659,1903.557,1674.176,1752.231,339.171,2010.76,1616.324,1542.018,nan,nan,302.757,1290.551,1635.301,900.377,545.906,764.345,945.598,639.126,1135.098,252.623,537.852,239.882,1772.901,275.645
944.475,1901.726,1674.431,1751.492,342.517,2009.758,1616.819,1541.942,nan,nan,300.074,1290.706,1635.45,900.327,545.465,764.388,946.319,639.109,1135.276,252.468,539.738,241.304,1771.556,275.426
944.576,1900.807,1676.611,1752.879,344.268,2008.288,1617.744,1541.888,nan,nan,299.471,1290.36,1635.098,900.363,544.519,764.561,946.884,639.263,1134.681,252.505,542.588,242.745,1778.35,274.091
944.831,1900.199,1677.856,1753.59,345.301,2007.965,1617.744,1541.888,nan,nan,298.215,1290.717,1635.048,900.42,543.714,765.302,947.799,639.174,1133.79,253.117,543.695,244.609,1776.942,271.713
945.295,1900.644,1677.126,1753.062,346.829,2006.803,1617.647,1541.709,nan,nan,297.304,1290.504,1634.926,900.284,548.336,769.355,948.351,639.048,1133.91,252.245,545.023,246.294,1776.153,270.137
945.382,1900.077,1677.056,1752.92,348.605,2006.215,1618.272,1541.79,nan,nan,297.153,1290.636,1635.042,900.688,555.006,767.473,950.603,638.997,1136.415,251.472,547.538,249.131,1776.382,269.138
944.286,1898.75,1677.614,1753.405,349.486,2005.174,1617.027,1541.342,nan,nan,295.431,1290.031,1634.9,900.489,554.768,765.921,950.979,638.716,1136.204,250.512,547.714,252.574,1774.793,267.767
943.833,1890.416,1678.428,1754.013,350.418,2004.908,1617.237,1541.95,nan,nan,293.318,1290.519,1635.43,901.273,554.304,766.831,951.662,639.071,1136.333,250.796,548.182,256.547,1776.836,265.293
942.258,1883.373,1678.752,1754.107,351.786,2004.16,1617.899,1541.911,nan,nan,293.5,1290.599,1635.639,901.603,554.821,767.148,951.685,639.513,1136.461,250.849,548.993,258.398,1775.858,264.045
941.159,1879.69,1678.558,1754.434,352.92,2003.373,1616.653,1542.088,nan,nan,291.491,1290.715,1634.913,900.591,554.267,767.406,952.031,639.544,1135.948,250.74,548.813,261.379,1776.01,262.456
941.461,1878.181,1678.534,1754.206,354.672,2002.785,1617.412,1542.084,nan,nan,291.253,1290.649,1632.839,899.776,553.941,767.632,952.107,639.637,1135.692,250.599,550.17,263.672,1774.614,261.857
941.109,1876.141,1679.329,1755.026,355.333,2002.219,1617.178,1542.115,nan,nan,290.676,1290.632,1629.669,897.508,553.128,767.671,952.196,639.714,1135.045,250.683,549.993,266.999,1772.772,261.591
940.906,1874.524,1680.229,1755.311,355.831,2001.882,1616.991,1542.195,nan,nan,290.754,1290.586,1627.624,896.764,552.948,768.193,952.908,640.009,1134.625,250.691,550.71,269.159,1772.549,261.347
940.759,1872.832,1680.355,1755.314,355.701,2001.217,1617.45,1542.116,nan,nan,290.274,1290.558,1626.936,896.434,551.876,768.187,952.422,639.912,1133.297,250.443,549.487,270.672,1771.736,260.291
940.711,1871.213,1680.07,1755.304,358.938,2002.954,1617.344,1542.087,nan,nan,290.616,1290.437,1626.991,896.331,551.768,768.34,953.529,640.04,1133.646,250.233,552.922,267.83,1766.741,265.519
940.298,1870.056,1680.334,1755.406,374.846,1999.899,1617.347,1542.084,nan,nan,290.038,1290.386,1627.224,896.418,550.879,769.055,953.593,640.177,1132.362,250.407,557.922,264.146,1757.195,280.495
940.414,1869.46,1680.622,1755.447,383.984,1997.47,1617.447,1542.07,nan,nan,289.213,1290.348,1626.956,896.409,550.605,769.041,953.783,639.771,1132.193,249.773,560.641,262.954,1754.103,290.647
940.072,1868.528,1680.503,1755.554,391.123,1996.367,1618.204,1542.03,nan,nan,289.769,1290.734,1627.342,896.968,549.274,780.44,963.28,642.709,1131.727,250.112,561.136,265.132,1754.771,300.033
940.041,1866.761,1681.031,1755.838,396.03,1995.528,1618.298,1542.032,930.155,1421.502,289.262,1290.615,1627.875,897.293,562.086,782.398,978.027,642.343,1131.548,250.03,562.106,266.627,1754.484,305.12
940.077,1866.164,1680.294,1755.846,399.091,1994.633,1617.734,1542.244,nan,nan,289.39,1290.639,1627.902,897.557,562.993,785.114,998.015,644.543,1131.323,249.955,562.472,268.464,1753.749,308.479
940.03,1865.251,1696.293,1758.78,402.001,1993.991,1618.719,1542.051,nan,nan,289.077,1290.608,1628.415,897.848,564.023,786.814,1015.629,647.291,1129.965,250.246,nan,nan,1753.379,311.208
939.922,1864.544,1718.909,1769.448,403.248,1993.757,1618.209,1542.153,929.691,1428.937,288.397,1290.363,1628.504,898.093,564.166,787.377,1030.238,653.326,1130.94,249.56,nan,nan,1752.312,312.825
940.208,1864.036,1726.715,1785.488,406.998,1993.247,1618.147,1542.195,930.46,1430.573,288.832,1290.626,1628.858,898.386,564.219,787.828,1041.041,656.102,1132.884,248.042,nan,nan,1752.044,314.85
934.748,1863.845,1733.215,1788.041,408.691,1992.892,1618.373,1542.224,929.701,1430.42,288.088,1290.739,1628.497,897.941,564.303,788.164,1054.378,659.587,1132.616,248.056,nan,nan,1750.761,314.781
928.91,1853.158,1743.63,1797.029,409.387,1992.649,1618.936,1542.354,928.896,1432.657,287.776,1290.591,1626.413,896.886,564.555,788.536,1057.571,661.553,1133.114,247.998,nan,nan,1750.319,315.793
923.4,1845.438,1746.022,1798.002,409.662,1992.725,1618.827,1542.274,928.164,1433.621,286.281,1287.677,1624.024,895.024,563.829,789.057,1060.809,662.964,1133.363,247.697,nan,nan,1754.265,315.224
920.913,1842.535,1747.832,1799.189,411.74,1992.033,1618.804,1542.153,nan,nan,292.422,1277.632,1620.375,894.957,565.61,789.718,1062.23,664.201,1132.842,247.473,nan,nan,1767.02,329.732
918.517,1838.715,1749.271,1801.408,411.665,1991.86,1619.196,1541.977,nan,nan,285.842,1271.921,1612.062,892.95,563.398,794.206,1063.739,664.755,1132.781,247.182,nan,nan,1774.262,337.962
917.064,1836.642,nan,nan,412.839,1991.861,1619.067,1542.009,nan,nan,282.92,1266.547,1610.76,892.603,571.143,803.007,1063.582,665.399,1132.571,247.011,nan,nan,1777.196,341.371
915.682,1834.488,nan,nan,413.759,1991.477,1619.244,1541.954,nan,nan,282.012,1263.807,1609.825,892.321,571.966,809.076,1064.494,665.772,1132.402,246.799,nan,nan,1778.352,343.394
914.898,1832.688,nan,nan,414.625,1991.051,1619.774,1541.971,925.234,1434.637,281.051,1261.086,1609.846,892.429,571.702,811.265,1064.286,665.782,1132.466,246.623,nan,nan,1778.979,345.577
914.602,1832.391,nan,nan,415.556,1991.025,1618.94,1542.017,924.349,1435.09,282.649,1260.915,1609.643,892.537,572.19,813.002,1064.766,666.563,1132.177,247.003,nan,nan,1774.14,353.948
913.49,1830.394,nan,nan,416.751,1990.726,1619.442,1541.941,921.461,1442.519,283.008,1260.517,1609.75,892.645,572.412,813.758,1066.927,667.24,1131.317,247.451,nan,nan,1773.648,366.878
920.501,1837.876,nan,nan,417.611,1990.598,1619.48,1541.949,nan,nan,282.846,1260.026,1610.128,892.828,571.503,814.038,1067.317,667.582,1131.215,247.198,nan,nan,1774.329,370.847
912.611,1828.293,nan,nan,418.563,1990.216,1619.647,1541.904,917.389,1450.582,283.292,1259.129,1610.626,892.862,570.403,817.915,1067.94,667.786,1131.909,246.422,nan,nan,1774.283,373.15
911.961,1827.229,nan,nan,419.59,1989.926,1619.665,1541.913,915.643,1454.65,283.633,1258.867,1610.949,892.74,572.17,834.303,1072.614,669.095,1131.214,246.461,nan,nan,1773.834,376.582
911.154,1825.978,1757.522,1816.441,420.409,1989.752,1618.85,1541.991,914.68,1457.554,283.92,1258.569,1610.267,892.666,573.398,848.683,1070.637,668.699,1130.18,246.232,nan,nan,1772.875,377.493
911.191,1824.875,1758.278,1818.03,421.015,1989.55,1619.285,1541.956,nan,nan,284.578,1258.349,1607.348,892.115,572.231,853.259,1074.032,669.783,1128.554,247.221,nan,nan,1772.405,378.337
910.531,1824.175,1758.338,1818.386,423.556,1988.898,1618.379,1542.004,nan,nan,284.715,1257.694,1602.468,891.555,572.03,856.945,1074.484,670.112,1130.534,246.439,nan,nan,1771.863,379.826
909.568,1823.362,1758.027,1818.537,424.424,1989.82,1619.148,1542.017,912.703,1459.718,285.066,1257.396,1601.88,891.428,571.953,860.022,1074.464,670.246,1131.959,245.057,nan,nan,1771.401,380.165
909.263,1822.348,1758.457,1819.188,427.586,1998.207,1618.163,1542.022,912.921,1460.193,285.049,1256.591,1601.344,891.212,nan,nan,1075.085,676.549,1132.441,244.605,nan,nan,1771.147,380.049
908.849,1821.469,1758.616,1819.535,444.711,2004.465,1619.168,1541.862,nan,nan,286.095,1256.747,1601.79,891.197,nan,nan,1097.155,685.939,1132.58,244.512,nan,nan,1771.119,380.526
910.164,1821.244,1757.171,1821.501,449.518,2006.497,1619.048,1542.108,nan,nan,285.962,1256.485,1601.806,891.29,571.36,864.838,1113.133,694.576,1132.451,244.445,nan,nan,1770.312,382.357
911.495,1816.748,nan,nan,453.974,2008.356,1619.362,1542.008,nan,nan,283.691,1264.505,1601.844,891.61,570.612,867.295,1127.944,707.198,1132.088,244.413,nan,nan,1769.876,382.661
909.179,1810.697,nan,nan,458.715,2009.805,1619.629,1541.956,nan,nan,273.88,1280.726,1601.136,891.215,570.392,865.849,1140.974,719.035,1132.402,244.07,nan,nan,1767.281,384.436
907.641,1807.129,nan,nan,459.32,2010.464,1619.388,1542.012,nan,nan,262.133,1284.223,1602.134,891.502,570.341,866.545,1149.903,730.235,1132.327,244.03,562.83,278.415,1758.08,384.956
908.255,1805.651,nan,nan,462.199,2011.545,1619.685,1542.041,nan,nan,257.12,1287.38,1601.629,891.516,572.069,868.153,1155.174,739.036,1132.198,243.895,557.609,275.829,1757.7,380.272
908.029,1804.102,nan,nan,463.826,2012.199,1619.58,1542.043,nan,nan,250.94,1289.34,1601.86,891.21,570.203,867.057,1158.914,744.502,1131.854,243.57,552.948,271.691,1758.685,380.175
908.23,1803.94,nan,nan,459.786,2012.141,1619.498,1542.044,nan,nan,247.723,1291.554,1602.367,887.071,572.029,868.541,1160.243,746.967,1131.482,243.861,548.722,267.712,1758.499,382.644
908.346,1803.085,nan,nan,465.016,2013.155,1619.942,1541.998,nan,nan,248.06,1292.11,1596.71,883.727,572.796,869.974,1160.624,747.851,1131.564,243.849,547.479,266.561,1758.814,384.036
908.081,1802.168,nan,nan,456.77,2010.441,1620.324,1541.958,nan,nan,244.012,1293.541,1596.932,883.381,565.425,869.075,1161.992,750.124,1130.754,244.276,546.337,266.041,1758.106,384.023
907.983,1801.156,nan,nan,458.909,2014.282,1620.19,1541.92,nan,nan,242.726,1294.454,1595.505,882.136,564.601,887.129,1162.965,751.039,1131.239,243.955,543.309,267.604,1757.963,384.561
908.278,1800.757,1748.162,1855.798,483.993,2008.081,1620.56,1541.838,nan,nan,241.398,1295.179,1595.32,882.047,nan,nan,1163.574,751.776,1130.973,244.266,535.185,260.059,1757.136,384.81
907.583,1798.777,1748.306,1881.092,491.125,2004.213,1620.769,1541.833,nan,nan,240.976,1295.46,1595.107,881.82,558.609,903.803,1164.018,752.872,1130.548,244.401,530.952,257.419,1756.495,385.482
908.119,1798.797,1745.589,1902.745,492.64,2002.059,1620.632,1541.899,nan,nan,252.315,1293.101,1594.981,881.729,557.903,906.765,1164.309,753.491,1130.276,244.486,527.134,254.866,1756.118,386.784
907.887,1796.995,1741.592,1921.049,493.56,2000.612,1620.158,1541.614,nan,nan,238.832,1296.559,1595.318,882.036,557.134,907.478,1165.203,754.901,1130.231,244.504,523.777,253.189,1755.639,387.171
907.897,1796.192,nan,nan,493.664,1999.57,1620.251,1541.926,nan,nan,243.434,1302.892,1596.391,882.361,556.799,909.231,1165.197,754.583,1129.902,245.04,521.753,253.128,1754.842,387.457
907.764,1795.409,1738.233,1939.78,493.981,1998.762,1621.2,1541.64,925.999,1486.475,232.618,1311.502,1596.855,882.584,555.853,910.646,1165.622,755.474,1129.27,246.153,514.263,255.77,1753.981,387.866
906.689,1791.068,nan,nan,495.353,1997.824,1620.507,1541.15,934.188,1492.094,228.226,1315.795,1594.911,881.768,555.25,911.863,1166.404,755.802,1130.426,244.548,502.946,250.788,1753.813,388.419
906.446,1790.935,1735.959,1948.677,495.923,1997.278,1621.196,1541.391,nan,nan,226.265,1317.937,1592.27,879.906,555.096,912.137,1166.034,756.246,1131.716,243.897,491.191,245.528,1749.617,394.827
906.987,1791.066,1734.932,1954.366,495.873,1996.862,1621.551,1541.481,nan,nan,224.501,1319.569,1590.834,879.248,554.746,912.682,1165.953,756.126,1132.253,243.723,485.391,242.693,1748.452,397.957
908.563,1796.052,nan,nan,496.2,1996.299,1621.405,1541.51,940.707,1493.679,222.484,1321.225,1590.357,879.24,554.297,913.388,1165.864,756.521,1131.778,243.628,479.793,243.553,1746.867,401.392
908.398,1795.889,1733.032,1960.613,496.549,1996.006,1621.678,1541.516,nan,nan,221.416,1322.314,1589.921,878.807,554.009,914.062,1168.218,760.064,1132.142,243.491,478.456,245.688,1745.897,402.991
908.373,1795.965,1732.157,1962.414,495.709,1994.934,1621.555,1541.532,nan,nan,220.198,1323.305,1590.233,879.046,545.755,916.361,1168.025,769.804,1131.597,243.484,466.803,242.951,1745.179,405.314
909.033,1795.913,nan,nan,503.229,1985.948,1621.411,1541.528,nan,nan,219.982,1324.5,1590.716,879.158,540.3,937.238,1179.063,789.399,1131.941,243.547,454.928,238.205,1744.603,406.227
909.447,1796.267,nan,nan,513.512,1980.703,1621.544,1541.468,nan,nan,219.278,1325.466,1591.398,879.559,532.659,947.261,1183.242,814.65,1131.671,243.547,448.475,235.299,1743.819,407.605
909.47,1796.124,1730.058,1967.969,519.285,1976.665,1621.607,1541.479,945.652,1493.273,218.36,1326.565,1590.851,878.977,528.35,952.393,1188.177,828.891,1131.354,243.538,444.663,234.077,1743.093,407.239
909.722,1795.458,1729.266,1971.002,520.47,1973.736,1621.512,1541.486,954.896,1499.049,217.876,1326.682,1591.217,879.176,525.907,954.839,1188.145,843.965,1131.349,243.39,442.774,233.982,1742.409,408.856
912.559,1795.262,1728.98,1972.043,521.021,1972.92,1621.401,1541.495,960.311,1500.746,215.821,1328.074,1591.745,879.223,525.067,955.541,1187.78,854.339,1130.912,243.748,438.131,232.97,1742.07,410.306
923.819,1789.471,1727.889,1974.158,522.037,1970.414,1621.616,1541.507,nan,nan,207.719,1330.809,1592.385,879.368,524.529,955.685,1187.31,859.692,1130.229,244.343,434.902,231.994,1740.555,410.963
928.795,1782.519,nan,nan,522.66,1969.433,1620.784,1541.542,964.803,1502.989,203.871,1334.414,1592.421,879.48,524.414,955.19,1187.147,862.175,1131.4,242.462,433.706,232.633,1752.263,401.962
931.621,1779.837,nan,nan,523.627,1968.307,1621.257,1541.376,965.948,1503.299,201.389,1335.797,1592.496,879.351,524.194,955.178,1186.971,863.913,1131.898,241.875,431.163,232.391,1753.038,396.399
932.936,1778.411,nan,nan,523.518,1967.943,1621.248,1541.22,966.876,1503.53,200.41,1336.774,1595.902,878.863,523.604,956.059,1186.897,867.009,1131.941,241.554,429.38,233,1756.843,391.704
935.214,1775.827,nan,nan,523.705,1967.437,1621.309,1541.16,967.674,1503.582,198.794,1337.816,1604.695,875.932,523.178,956.251,1186.652,868.972,1131.859,240.962,428.564,233.515,1756.372,389.857
936.851,1774.734,nan,nan,524.344,1966.885,1621.665,1541.192,967.844,1503.658,197.699,1338.623,1610.94,869.585,523.142,956.133,1186.874,869.49,1131.694,240.71,427.709,233.741,1756.113,388.935
937.947,1773.055,nan,nan,524.55,1966.037,1621.469,1541.184,968,1503.994,195.969,1339.442,1613.937,866.493,520.897,955.957,1186.657,869.843,1131.407,240.386,424.734,236.424,1757.227,386.627
939.165,1772.127,nan,nan,518.274,1965.25,1621.59,1541.174,968.675,1504.061,195.252,1339.825,1615.286,866.242,510.387,967.944,1187.038,868.942,1131.007,240.578,416.235,229.508,1758.433,386.142
